communityname,state,countyCode,communityCode,autoTheftPerPop,PctKidsBornNeverMar,PctKids2Par,PctFam2Par,PctTeen2Par,PctRecImmig10,PctPersDenseHous,PctForeignBorn,PctRecImmig8,PopDens,PctHousLess3BR,PctRecImmig5,FemalePctDiv,PctNotSpeakEnglWell,PctPersOwnOccup,PctRecentImmig,TotalPctDiv,PctSpeakEnglOnly,PctYoungKids2Par,pctWPubAsst,PctLargHouseFam,PctHousOwnOcc,pctWInvInc,MalePctDivorce,PctUnemployed,PctVacantBoarded,MedNumBR,PctUsePubTrans,RacialMatchCommPol,PctNotHSGrad,LemasPctOfficDrugUn
Doltonvillage,IL,,,1275.35,3.18,67.79,70.37,72.46,0.66,2.75,4.34,0.5,5104.5,25.72,0.31,12.81,0.83,85.93,0.24,11.36,91.77,86.83,4.66,5.94,83.78,40.22,9.68,6.76,2.33,3,12.33,,21.38,0
Munstertown,IN,,,281.8,0.31,89.64,90.61,88.92,0.85,0.57,6.33,0.43,2553.6,23.09,0.31,6.05,1.26,92.01,0.27,5.14,89.28,98.88,1.14,3.78,88.83,67.37,4.13,2.81,0,3,4.44,,12.33,0
Newberrytown,SC,,,150.84,10.7,47.91,52,62.31,0.39,4.76,0.58,0.1,1633.9,49.74,0.1,12.05,0.23,59.97,0.1,10.44,97.15,56.31,12.4,6.23,61.75,25.86,8.38,9.13,3.73,3,0,,39.06,0
NorthTonawandacity,NY,63,53682,130.8,1.7,79.54,79.23,84.98,0.41,1.31,3.38,0.31,3344,39.01,0.19,9.3,0.57,75.22,0.13,8.45,93.22,83.99,5.96,3.62,67.94,50.68,7.51,5.64,5.46,3,0.62,,20.21,0
Redlandscity,CA,,,949.88,2.24,72.29,75.19,78.27,4.98,5.37,10.41,4.26,2398.1,44.97,3,14.38,3.07,62.36,1.8,12.03,82.36,82.51,7.29,6.32,59.24,43.96,9.38,4.78,1.16,3,0.37,,15.38,0
Avondalecity,AZ,,,664.36,5.48,58.91,67.21,69.57,4.27,17.88,10.51,3.69,705.2,49.96,2.84,14.09,8.21,62.03,1.99,12.74,56.85,66.44,16.57,13.74,60.91,20.69,11.36,11.09,4.53,3,0.71,,42.85,0
Lafayettecity,CO,,,158.15,1.17,75.17,75.31,72.52,2.85,3.52,5.27,1.76,2035.3,44.23,1.56,16.83,1.99,73.88,0.75,14.83,88.69,84.61,3.85,4.74,71.96,40.48,12.71,3.93,0.52,3,2.24,,14.97,0
Oshkoshcity,WI,139,60500,197.59,1.67,75.23,75.13,74.09,1.19,1.46,2.84,0.82,2959.7,46.98,0.63,10.11,0.57,60.88,0.47,9.2,95.35,83.97,6.39,3.38,56.98,51.01,8.17,4.82,0.57,3,1.89,,21.39,0
Tukwilacity,WA,,,2252.11,2.95,62.08,64.7,65.34,3.66,4.31,7.02,3.17,1404.9,71.75,2.51,20.19,1.58,44.26,1.54,19.11,89.93,78.45,6.21,3.52,39.32,39.91,18.11,4.77,0.3,2,8.04,,15.18,0
Dublincity,CA,,,232.2,6.51,80.04,82.44,82.85,2.7,2.59,8.3,2.16,2618.2,26.14,1.23,14.43,1.48,67.22,0.66,13.69,86.56,90.2,4.19,5.32,65.13,48.86,13.11,3.52,0,3,2.12,,14.13,0
Breacity,CA,,,637.09,1.23,79.27,82.69,83.82,4.98,5.15,12.45,4.22,3178,45.05,3,12.71,3.36,68.99,1.84,10.85,83.1,90.91,3.54,5.72,63.51,49.51,8.96,3.31,3.3,3,0.75,,12.59,0
NorthAugustacity,SC,,,419,5.59,69.84,72.42,71.03,0.35,1.82,1.51,0.27,904.5,45.66,0.21,14.45,0.15,67.4,0.21,12.39,97.96,84.46,3.89,3.02,63.34,39.95,10.03,3.62,2.61,3,0.16,,18.08,0
Tallahasseecity,FL,,,1521.08,7.88,57.44,61.16,62.15,2.34,4.27,4.5,1.98,1903.4,58.18,1.47,13.45,0.85,49.61,1.1,11.51,92.68,70.74,4.59,3.55,45.17,38.24,9.32,5.56,2.24,2,2.82,87.98,14.48,6.6
Princetonborough,NJ,21,60900,134.22,2.58,75.42,78.23,82.2,10.15,2.85,17.15,9.3,6306.9,48.12,8.32,7.75,2.43,47.48,5.07,5.92,80.21,84.53,2.6,3.75,43.19,66.08,4.26,3.21,4.82,3,5.17,,11.6,0
Menomoniecity,WI,33,51025,232.57,2.52,75.76,75.39,70.89,1.88,2.54,3.29,1.59,1161.2,54.17,1.17,6.21,0.85,45.57,1.04,5.29,94.38,77.8,6.35,3.8,44.64,53.73,4.27,7.56,0.46,2,0.22,,19.79,0
Sturgiscity,MI,149,76960,152.67,0.82,66.02,67.94,77.51,0.68,1.54,2.02,0.68,1925.9,45.7,0.55,15.88,0.25,66.93,0.32,13.78,96.1,74.81,7.37,3.99,61.64,36.01,11.21,5.25,1.04,3,0.09,,25.24,0
Alpharettacity,GA,,,206.12,1.15,80.8,80.28,74.03,2.58,1.01,4.88,2.37,659.9,46.15,1.88,15.61,1.21,62.19,1.19,12.84,91.65,92.68,1.94,2.05,57,45.26,9.76,2.63,0.48,3,1.14,,7.51,0
Jeffersontownship,NJ,27,34980,86.65,0.58,84.47,86.32,75.55,0.4,1.18,4.52,0.36,422.4,36.84,0.16,9.33,0.85,88.34,0.04,8.64,92.14,95.42,2.86,3.94,85.78,51.57,7.96,2.94,2.55,3,2.22,,12.9,0
StevensPointcity,WI,97,77200,144.59,1.76,74.2,73.08,72.98,2.72,1.96,3.44,2.49,1660.1,50.04,2.38,7.78,1.24,53.51,2.1,6.76,91.29,79.08,7.35,4.06,51.58,53.59,5.65,5.96,0.79,2,0.56,,20.01,0
Woodlandcity,CA,,,692.81,2.55,68.95,72.38,77.49,3.91,9.71,10.63,3.05,4187.9,48,2.23,15.27,5.43,58.53,1.41,13.1,77.93,80.12,10.34,6.49,57.19,37.06,10.75,7.85,1.94,3,0.6,,23.84,0
NorthBrunswicktownship,NJ,23,52560,536.86,2.71,79.76,81.65,86.01,6.41,2.88,14.98,5.24,2508.1,55.58,3.91,10.25,3.33,69.98,2.3,8.91,79.26,91.14,3.06,3.43,64.55,53.16,7.57,3.08,1.11,2,8.09,,16.13,0
Springfieldcity,OH,23,74118,646.41,5,58.23,62.98,60.85,0.29,2.14,1.09,0.24,3485.1,51.98,0.22,15.9,0.28,56.97,0.17,14.39,97.1,65.59,14.47,4.94,55.8,30.37,12.56,8.74,8.42,2,1.06,86.22,31.67,5.94
Richfieldcity,MN,53,54214,480.52,1.93,74.37,73.49,72.93,2.06,1.64,3.94,0.99,5009.5,50.99,0.58,11.61,0.73,74.06,0.35,10.51,94.5,85.37,4.4,2.81,66.92,53.98,9.26,3.61,0.18,2,6.04,,11.92,0
Corsicanacity,TX,,,252.82,3.57,59.85,67.01,77.02,2.69,5.99,4.24,1.66,1062.7,49.7,1.26,13.76,1.78,59.83,0.91,12.16,90.42,74.1,8.44,6.05,61.03,29,10.25,8.15,2.94,3,0.19,,35.92,0
Wabashcity,IN,,,194.19,1.45,71.32,75.76,75.58,0.26,1.68,1.1,0.26,2204.9,41.14,0.26,13.69,0.55,69.07,0,12.13,96.59,79.54,6.23,3.79,65.83,38.52,10.35,6.72,0.82,3,0.35,,31.91,0
Woostercity,OH,169,86548,128.07,2.05,71.98,73.14,77,1.14,1.15,2.24,1,1813.5,44.9,0.89,13.31,0.19,62.62,0.66,11.46,96.01,76.73,7.74,3.4,57.48,48.2,9.29,5.93,2.4,3,0.91,,20.68,0
LosAngelescity,CA,,,1724.19,9.32,59.78,65.54,69.13,21.64,22.26,38.35,16.49,7168.1,72.02,12.32,14.61,17.45,40.31,7.96,12.26,50.09,74.48,10.68,14.44,39.42,33.34,9.92,8.34,2.93,2,10.92,90.02,33,4.89
Harrisontown,NJ,17,30210,1827.79,3.52,74.61,78.15,79.83,19.59,9,41.71,15.65,10587.5,65.21,11.62,9.93,16.23,35.47,7.39,8.63,43.94,83.44,3.81,6.27,33.37,37.44,7.29,7.53,4.96,2,17.27,,42.64,0
Swanseatown,MA,5,68750,350.9,0.99,82.93,87.21,86.62,0.88,1.28,5.39,0.28,644.9,29.79,0.28,7.43,1.46,90.35,0.18,6.44,88.36,94.99,7.85,5.03,87.8,51.51,5.41,4.6,8.68,3,0.39,,26.72,0
Superiorcity,WI,31,78650,360.13,2.57,64.84,64.68,65.8,0.45,1.1,1.67,0.39,709,48.92,0.2,13.37,0.52,66.06,0.14,12.05,96.73,71.73,12.76,3.17,61.19,41.01,10.51,9.73,9.08,3,1.77,,22.68,0
Monroecity,MI,115,55020,237.82,4.38,67.56,69.43,75.44,0.91,2.1,2.42,0.86,2458.4,42.99,0.75,12.43,0.85,63.65,0.62,11.28,94.74,67.65,13.49,4.91,60.39,41.94,9.87,7.38,3.41,3,0.5,,30.11,0
Madisontownship,OH,49,46410,99.2,1.54,76.31,81.33,82.86,0.41,1.87,1.78,0.34,401.2,22.75,0.34,11.87,0.17,79.02,0.12,10.18,96.79,87.5,2.79,5.27,77.36,39.77,8.37,4.98,1.52,3,1,,22.08,0
Seasidecity,CA,,,262.78,5.13,71.38,76.63,81.63,9.95,14.61,17.87,7.88,4254.3,54.14,6.35,13.7,5.54,34.08,4.26,10.62,73.99,83.38,7.86,10.2,37.99,29.32,8.48,4.37,2.18,2,3.56,,22.08,0
Grapevinecity,TX,,,184.65,0.76,82.38,83.43,81.43,1.23,2.61,2.65,0.97,901.6,37.38,0.64,13.81,1.01,67.83,0.48,12.29,93.62,94.3,2.04,2.89,62.64,45.5,10.73,3.09,1.49,3,0.28,,10.57,0
Columbiacity,MO,,,222.17,5.69,67.89,70.25,62.6,4.31,2.44,6.02,3.79,1504.7,55.05,3.37,10.34,1.57,48.96,2.46,8.97,91.64,82.87,4.87,3.23,43.76,45.96,7.46,4.91,2.92,2,1.29,,12.8,0
Lebanoncity,OR,,,316.9,3.62,67.52,69.32,74.4,0.1,3.6,2.53,0.1,2193.5,51.35,0.1,15,0.26,59.04,0.1,13.43,95.46,66.99,10.26,4.85,58.47,39.5,11.63,10.38,1.35,2,0.25,,27.85,0
WestChesterborough,PA,29,82704,291.04,8.18,53.04,57.91,47.25,0.75,3.91,2.91,0.72,9469.3,56.64,0.6,10.35,1.28,43.52,0.46,9.33,89.72,70.26,6.29,5.59,39.36,41.36,8.03,5.7,5.76,2,2.39,,19.48,0
Eatontownborough,NJ,25,19840,313.36,3.29,81.36,81.05,76.37,4.76,2.74,10.49,4.16,2251.7,66.14,2.55,12.57,2.19,50.37,1.39,10.45,84.49,94.51,2.13,3.57,45.11,49.32,8.25,4.16,0.77,2,2.34,,14.77,0
Parkersburgcity,WV,,,198.74,2.6,64.43,67.27,75.54,0.13,0.95,0.8,0.13,2926.2,48.37,0.12,14.62,0.44,65.27,0.1,13.17,97.75,72.81,9.42,3.04,62.93,35.8,11.35,8.01,3.41,3,0.9,,30.81,0
Spokanecity,WA,,,372.53,3,62.52,63.8,67.01,1.15,2.52,3.95,1,3058.9,53.68,0.8,17.67,0.85,61.6,0.56,15.82,94.7,72.11,10.99,4.16,57.23,40.84,13.7,8.12,5.54,2,4.41,96.88,16.79,6.67
Durangocity,CO,,,248.26,2.27,68.41,70.24,72.35,0.84,2.85,1.7,0.75,2561.8,52.63,0.75,12.35,1.31,58.29,0.75,10.88,89.5,67.3,4.26,3.73,54.44,44.83,9.4,6.45,0.93,2,1.38,,15.88,0
Aberdeencity,WA,,,245.2,3.63,64.05,66.09,82.52,1.17,2.73,4.04,1.06,1510.9,52.64,0.57,15.93,0.56,60.23,0.28,15.23,93.2,64.12,11.64,4.43,57.03,34.71,14.49,10.96,5.02,2,3.12,,26.57,0
Sumtercity,SC,,,396.47,6.65,63.09,68.18,66.8,0.62,4.65,1.85,0.51,1780,41.84,0.46,12.85,0.48,45.68,0.39,10.37,95.28,78.77,12.39,6.29,47.39,30.33,8.05,5.4,2.74,3,0.62,,22.13,0
Burrillvilletown,RI,7,11800,53.77,1.53,83.34,85.45,84.1,0.11,1.71,2.06,0.07,281.9,39.14,0.07,7.89,0.74,81.07,0,7.39,91.66,94.44,3.99,4.58,76.23,38.1,6.86,6.21,1.6,3,0.43,,29.43,0
AnnArborcity,MI,161,3000,237.61,2.58,75.13,75.87,71.98,6.2,3.19,10.9,5.61,4085,57.98,4.57,10.29,1.41,48.08,3.46,8.09,86.5,89.53,3.2,3.19,43.2,60.29,5.81,3.81,1.1,2,5.7,92.57,6.08,5.88
Derrytown,NH,15,17940,340.98,1.01,82.6,83.82,80.97,0.84,1.72,3.55,0.61,798.4,55.85,0.33,11.22,0.57,69.22,0.13,10.46,93.72,93.37,3.1,3.69,62.79,41.69,9.68,5.47,4.17,2,0.54,,13.71,0
Daniacity,FL,,,2070.38,8.51,42.44,49.89,42.01,5.14,8.7,13.69,4.22,2442.6,81.08,2.42,16.73,2.64,53.61,1.59,16.77,81.87,53.59,6.41,4.68,55.75,35.81,16.81,8.89,4.41,2,2.28,,39.4,0
Salemcity,OH,,,77.54,0.74,73.46,75.67,76.14,0.17,0.86,1.29,0.17,2570,41.96,0.17,12.75,0.17,68.08,0.17,11.74,96.3,84.53,7.59,3.68,64.47,42.79,10.52,5.19,3.09,3,0.1,,26.28,0
Greendalevillage,WI,79,31125,244.2,0.64,82.14,83.29,76.39,0.43,0.72,2.97,0.19,2608.5,27.52,0.19,8.51,0.61,77.23,0.13,6.88,94.66,93.63,2.13,3.19,71.46,65.17,5.07,2.38,0,3,3.03,,10.83,0
UnionCitycity,NJ,17,74630,950.53,8.03,56.12,59.81,61.43,26.24,16.96,55.09,18.47,44229.9,78.25,13.41,17.32,30.91,22.08,8.05,14.53,17.73,66.57,13.18,8.4,21.76,24.77,11.58,10.87,2.37,2,27.8,98.28,49.46,4.97
FosterCitycity,CA,,,216.07,0.84,82.17,82.87,83.86,9.64,3.02,22.51,7.95,7232,48.93,6.21,13.35,3.38,66,4.24,11.7,74.62,95.71,2.07,3.69,60.12,59.72,10,3.4,0.19,3,3.93,,4.96,0
Flintcity,MI,49,29000,1660.5,12.65,39.1,42.57,47.15,0.21,4.38,1.62,0.12,4015.8,49.86,0.08,20.1,0.64,58.81,0.04,17.92,95.01,47.34,23.81,6.9,58.09,27.04,15.31,18.29,20.85,3,2.43,80.08,30.71,14.47
NewBrunswickcity,NJ,23,51210,812.44,12.96,42.94,50.14,44.96,10.58,10.53,16.76,8.53,7709.4,65.85,6.32,9.73,7.03,32.54,4.14,8.74,72.41,59.12,10.16,10.59,32.33,33.31,7.62,8.85,7.46,2,12.35,74.3,34,4.84
Houmacity,LA,,,311.04,5.69,60.66,67.57,68.82,0.21,7.19,0.79,0.06,2172,43.93,0.03,13.2,1.04,65.71,0,11.92,86.08,65.9,12.93,8.02,64.51,29.9,10.45,8.38,6.72,3,0.18,,37.41,0
EastPaloAltocity,CA,,,1131.86,10.41,50.69,56.09,69.39,18.57,27.9,30.01,14.94,8883,69.46,11.25,18.11,14.8,45.01,6.21,14.87,59.43,68.36,16.44,22.89,41.71,24.67,11.75,10.6,10.3,2,8.38,,39.39,0
Brentwoodcity,TN,,,101.96,0.45,90.37,92.24,93.44,1.23,0.21,2.97,1.03,544.6,5.93,0.82,6.17,0.44,93.74,0.68,4.82,96.58,96.53,1.63,3.35,92.93,67.16,3.38,3.1,0.42,4,0.45,,4.95,0
LeagueCitycity,TX,,,243.4,0.98,82.29,84.23,82.8,2.89,4.31,5.85,1.72,566.3,28,0.9,12.41,2.02,74.17,0.47,10.54,86.97,93.76,1.82,4.27,70.96,46.08,8.66,3.09,2.14,3,1.2,,10.8,0
NewIberiacity,LA,,,253.93,7.04,58.17,64.43,62.3,1.5,8.11,2.4,0.37,3024.3,51.71,0.24,13.58,1.77,60.93,0.24,12.05,79.12,67.61,14.23,8.76,61.12,25.37,10.26,13.03,5.14,2,0.29,,42.88,0
Astontownship,PA,45,3336,208.65,0.81,83.13,84.63,83.5,0.17,0.97,2.38,0.17,2534.6,25.05,0.17,7.81,0.39,91.48,0.05,7.02,95.22,94.46,4.84,5.2,88.99,58.48,6.16,3.4,1.8,3,1.82,,19.5,0
GloucesterCitycity,NJ,7,26820,313.81,3.68,63.23,68.56,82.54,0.11,2.11,1.86,0.11,5549.8,38.69,0.06,12.77,0.42,75.89,0.06,12.07,95.87,76.27,8.84,7.7,73.55,35.35,11.28,5.92,30.03,3,3.17,,36.6,0
Shalertownship,PA,3,69584,141.68,0.41,86.71,88.04,90.67,0.62,0.49,2.68,0.53,2653.4,26.49,0.46,6.38,0.32,88.74,0.38,5.69,94.15,95.36,2.63,3.06,85.79,60.89,4.92,3.8,1.81,3,6.1,,17.7,0
Arnoldcity,MO,,,153.03,0.72,74.84,77.99,77.08,0.04,2.34,0.57,0.04,1615.9,37.47,0.04,12.8,0.38,79.68,0.04,11.17,97.73,86.9,2.87,4.39,78.54,38.22,9.44,5.69,0.31,3,0.79,,28.19,0
Goshentownship,OH,25,31010,122.66,1.33,78.62,82.92,84.85,0.07,2.73,0.21,0.07,355.3,30.41,0.07,11.21,0.08,88.92,0,10.01,98.57,85.89,4.92,4.87,88.97,30.2,8.77,5.71,2.31,3,0.78,,37.21,0
Chestercity,PA,45,13208,2410.71,17.78,34.16,40.76,44.5,0.55,5.91,2.04,0.47,8345.8,39.95,0.25,15.42,0.94,55.04,0.15,14.44,91.8,52.22,19.65,10.09,53.11,20.29,13.22,12.4,35.34,3,12.81,,37.84,0
UnionCitycity,TN,,,282.07,3.79,64.99,69.47,71.41,0.08,2.28,0.29,0.08,1158.3,52.26,0,12.76,0.33,59.31,0,11.41,98.33,83.69,9.65,3.15,56.96,29.58,9.72,7.56,1.64,2,0,,35.01,0
Tampacity,FL,,,2922.91,7.25,51.4,58.62,60.73,2.84,6.03,7.96,1.82,2487.1,59.72,1.25,18.14,3.17,57.93,0.71,16.66,82.17,63.27,9.46,5.15,55.46,32.56,15.01,6.54,5.31,2,3.3,94.2,29.37,4.98
Dallascity,TX,,,1675.96,7.28,57.49,63.68,64.88,7.27,9.76,12.5,5.18,2838.4,65.16,3.45,17.88,6.13,48.31,1.94,15.58,77.83,75.51,5.77,9.13,44.1,34.27,13.17,7.43,12.32,2,6.68,77,26.55,3.42
Searcycity,AR,,,234.95,1.2,73.01,75.13,71.15,0.96,1.49,1.13,0.92,1076,44.83,0.86,9.61,0.53,62.29,0.65,8.35,96.35,87.05,7.4,2.15,59.66,37.61,6.9,5.51,2.11,3,0.49,,28.18,0
Bellinghamcity,WA,,,449.54,2.3,68.05,69.13,72.68,2.59,2.78,7.11,1.97,2287.7,58.52,1.61,13.49,1.45,55.2,1.11,11.97,93.27,79.81,6.3,3.3,50.94,49.07,10.27,4.73,2.38,2,3.14,,14.77,0
BullheadCitycity,AZ,,,657.68,0.97,63.4,70,77.81,1.14,4.62,4.01,1.01,491.9,66.15,0.75,15.78,0.94,58.92,0.51,15.61,93.57,81.57,5.39,3.48,62.43,33.91,15.44,6.64,0.35,2,1.02,,27.56,0
CulverCitycity,CA,,,1187.85,3.27,67.27,69.39,65.9,9.19,8.5,23.51,6.82,7336,69.76,4.52,16.73,5.4,56.33,2.94,14.22,69.72,82.6,4.22,5.11,55.53,51.46,11.37,4.13,3.99,2,4.33,,15.85,0
Newbergcity,OR,,,188.03,1.06,71.79,72.8,80.1,2.03,4.16,4.52,1.84,3015.2,45.39,1.6,13.14,1.64,60.04,0.62,11.49,92.51,87.7,5.79,5.38,58.7,39.62,9.61,4.35,1.53,3,0.68,,20.89,0
Readingcity,PA,11,63624,746.41,8.86,49.62,55.5,59.62,2.01,4.07,4.29,1.72,7732.5,44.82,1.24,15.56,5.07,58.42,0.77,14.07,79.15,60.51,11.99,6.74,55.92,35.07,12.3,8.63,9.05,3,7.29,82.44,41.57,6.33
Rustoncity,LA,,,158.04,8.68,58.82,65.83,70.24,2.1,3.42,3.22,1.89,1118.3,50.28,1.48,9.28,0.78,53.9,0.88,7.37,94.19,77.92,7.7,5.44,49.81,33.95,5.4,10.69,4.21,2,0.28,,21.53,0
Richmondcity,CA,,,1651.85,7.61,49.56,54.71,57.97,7.77,9.88,15.57,5.57,2838.8,60.13,3.94,18.5,5,55.41,2.29,16.07,77.6,64.48,15.69,8.56,54.47,33.3,13.3,9.43,9.87,2,13.14,79.2,23.31,16.2
Methuentown,MA,9,40675,1600.02,2.15,74.23,77.91,76.74,1.83,2.08,7.25,1.34,1722.8,42.75,0.78,9.26,2.85,74.19,0.5,7.94,82.55,85.28,6.21,5.35,69.2,44.43,6.43,7.65,2.02,3,1.8,,26.02,0
Florissantcity,MO,,,208.31,1.26,78.25,80.26,83.66,0.32,1.36,1.36,0.24,4843.5,31.13,0.17,10.63,0.38,82.95,0.17,9.17,96.94,91.2,3.13,3.64,78.99,53.17,7.52,3.5,0.16,3,1.02,,19.75,0
WestFargocity,ND,17,84780,209.61,1.29,81.08,79.91,81.56,0.06,2.14,0.81,0,1674.9,41.43,0,12.01,0.36,72.53,0,9.98,96.38,93.35,3.85,3.47,63.93,37.71,7.9,4.1,1.39,3,0.05,,14.45,0
Douglascity,AZ,,,991.21,5,56.55,63.83,66.1,12.9,11.92,34.29,10.75,2616.7,44.25,8.72,12.84,18.63,63.79,5.55,10.6,19.63,69.14,19.94,14.54,63.15,23.39,7.89,19.22,4.11,3,0.17,,51.9,0
Selmacity,AL,,,527.27,13.18,42.57,50.33,54.01,0.48,5.78,0.64,0.37,1647.8,44.17,0.37,15.26,0.51,53.23,0.31,13.35,97.1,56.43,19.72,8.5,53.35,23.41,10.73,10.89,2.91,3,0.29,,39.46,0
Nortoncity,OH,153,57260,84.5,0.52,81.48,85.26,88.88,0.23,1.42,1.59,0.23,552.6,22.63,0.23,7.93,0.9,90.67,0.23,7.42,95.53,89.18,4.19,4.25,89.9,48.68,6.89,5.33,6.19,3,0.27,,22.93,0
Missioncity,TX,,,515.83,1.85,68.65,74.52,77.7,7.69,21.68,21.92,5.38,1990.9,59.38,3.9,9.58,18.2,70.55,2.74,7.43,25.82,80.79,16.45,16.61,71.55,27.75,4.96,12.14,2.6,2,0.42,,47.39,0
Middletownship,NJ,9,45810,99.21,4.4,71.83,76.66,76.11,1.31,2.73,2.97,1.13,200,46.93,0.97,10.83,0.48,81.88,0.27,10.19,94.25,84.24,5.91,5.57,82.01,40.87,9.47,7.94,3.2,3,1.23,,30.12,0
MountLaureltownship,NJ,5,49020,261.43,0.56,83.56,84.86,80,1.16,0.64,4.75,0.86,1339.6,46.67,0.48,10.71,0.44,84.8,0.43,9.21,93.1,96.07,1.47,3.31,81.9,57.24,7.53,2.55,0.91,3,3.5,,10.1,0
Greeleycity,CO,,,259.93,2.67,68.92,72.39,73.49,2.51,3.76,4.71,2.05,2057.1,47.95,1.62,12.5,3.06,57.84,0.94,11.09,85.45,74.4,7.57,5,53.86,39.17,9.55,5.67,1.79,3,0.67,,23.42,0
CostaMesacity,CA,,,985.63,3.12,67.31,71.03,70.11,12.58,9.87,21.57,9.94,5980.4,62.61,7.67,17.63,8.08,41.65,4.74,15,73.97,84.89,4.31,8.6,40.17,40.97,12.48,4.17,0.7,2,3.03,84.46,16.52,6.38
LosAlamitoscity,CA,,,836.58,2.07,72.9,72.58,81.26,4.21,5.81,12.18,3.66,2798.7,52.98,2.06,15.95,1.42,44.41,1.04,13.42,82.39,89.54,2.3,5.56,43.23,48.9,10.67,4.24,3.01,2,0.15,,14.1,0
SouthOrangeVillagetownship,NJ,13,69274,2977.55,1.38,82.74,84.96,83,3.39,1.26,11.93,2.64,5529.7,29.12,2.1,7.96,1.27,82.54,1.21,6.55,84.89,96.94,2.1,6.46,75.01,61.11,5.01,3.64,0.32,3,14.68,,9.98,0
RedBluffcity,CA,,,561.76,3.38,60.99,63.66,69.92,2.43,6.61,5.19,1.67,1641.4,59.28,1.29,19.16,2.75,50.99,0.85,16.23,91.86,63.12,20.02,4.93,50.21,28.95,12.78,9.88,0.4,2,0,,21.66,0
Plainfieldtown,IN,,,145.83,0.66,78.71,79.63,76.74,0.21,1.01,0.8,0.21,2705.7,42.88,0.21,12.55,0.4,71.61,0.21,10.8,97.92,91.86,3.1,2.37,66.78,45.51,8.75,2.43,0,3,0.11,,15.5,0
Fredericksburgcity,VA,630,29744,142.97,6.71,58.27,62.35,65.39,1.6,2.71,2.89,1.24,1746.9,62.83,0.98,13.4,1.04,40.13,0.82,12.93,95.38,74.79,5.7,4.3,37.3,37.01,12.35,3.32,3.43,2,2.15,,26.25,0
Colleyvillecity,TX,,,42.33,0.38,90.88,93.6,96.08,1.45,0.95,3.42,1.16,937,7.31,1.02,5.68,0.52,94.82,0.78,5.15,95.08,96.75,1.53,3.93,94.36,60.18,4.62,3.12,0.47,4,0.27,,6.98,0
Pittsburgcity,CA,,,502.9,5.04,66.23,71.49,76.1,9.64,11.08,18.71,7.77,4222.7,43.52,5.46,14.28,6.29,63.21,3.58,12.46,71.46,80.69,12.03,10.13,61.4,31.39,10.58,7,6.85,3,4.53,,23.51,0
MissionViejocity,CA,,,261.18,0.63,85.36,85.98,87.05,4.79,2.89,12.54,3.78,4027.7,30.22,2.31,10.77,1.73,81.35,1.59,8.93,85.41,94.05,1.79,4.61,80,56.07,7,2.9,0.08,3,0.62,,6.33,0
LongBeachcity,CA,,,1748.95,7.4,60.26,64.25,67.31,14.81,16.49,24.25,11.09,8287.7,74.38,7.67,15.94,9.81,40.03,4.82,13.78,67.24,71.53,11.35,11.98,40.96,35.44,11.64,6.54,3.39,2,6.3,75.18,24.49,4.2
Duluthcity,MN,137,17000,316.11,2.84,69.45,69.42,73.91,0.58,1.35,2.41,0.46,1220.6,50.05,0.27,12.13,0.51,70.69,0.21,10.8,95.27,76.46,9.7,3.17,64.45,45.16,9.25,7.22,2.33,2,5.85,96.69,18.58,5.6
Shelbycity,NC,,,255.18,9.56,44.02,48.59,47.37,0.46,2.52,1.14,0.4,1612.7,52.66,0.35,15.68,0.89,52.44,0.15,14.2,96.47,53.46,12.54,4.41,52.75,28.63,12.19,8.57,4.07,2,0,,38.97,0
Coronacity,CA,,,1428.8,2.97,76.95,81.42,80.51,9.77,11.78,18.68,7.58,2579.1,43.8,5.47,11.54,8.33,64.92,3.33,9.9,69.13,90.23,6.57,10.4,63.94,33.78,8.31,5.76,0.23,3,0.73,,23.88,0
Beverlycity,MA,9,5595,272.03,1.54,72.49,75.42,81.22,1.2,0.9,4.96,0.86,2388,48.7,0.59,10.86,0.71,66.18,0.36,9.33,92.4,85.41,6.8,3.17,58.91,48.75,7.54,5.42,1.52,3,5.14,,12.89,0
CoralSpringscity,FL,,,274.39,1.66,81.54,81.78,83.5,4.88,3.69,11.37,3.96,3265,42.47,2.86,11.81,1.82,67.04,1.62,9.68,86.64,91.14,2.15,4.02,62.4,47.14,7.37,3.85,0.47,3,0.78,95.04,10.81,6.54
NorthBranfordtown,CT,9,53890,121.59,0.5,86.25,87.61,87.47,0.12,0.87,3.02,0.06,503.3,28.24,0.06,7.19,0.55,89.99,0.06,6.47,93.66,100,3.17,4.21,87.57,60.43,5.72,2.81,1.55,3,0.24,,15.75,0
Geneseetownship,MI,49,31800,367.6,3.74,65.5,66.84,76.73,0.25,2.51,1.49,0.2,791.2,41.45,0.11,14.71,0.32,84.75,0.02,12.9,96.32,70.32,11.82,4.38,84.31,33.82,10.87,11.36,6.16,3,0.51,,27.6,0
SanBrunocity,CA,,,534.88,2.08,74.56,77.36,79.4,9.3,8.8,24.09,7.18,5846.5,55.87,4.67,13.22,4.76,64.39,3.12,11.65,69.5,90.43,4.56,6.14,62.5,49.2,10.12,4.12,1.86,2,6.3,,15.96,0
Valdostacity,GA,,,350.01,8.59,52.34,59.97,59.89,0.68,5.61,1.81,0.66,1451.1,44.1,0.57,14.77,0.5,51.28,0.46,12.97,96.02,60.57,12.64,6.44,50.1,27.93,10.79,7.67,2.32,3,0.04,,30.5,0
